Location,Price,Type of House,Land Area,Bedrooms,Toilets,Total Floors,Main Door Direction,Balcony Direction,Legal Documents,ID,Price_per_m2
"Phường 4, Quận 4",3190000000.0,"Nhà hẻm, ngõ",64.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,6d60a7a0-0751-4278-a164-b98ac9ac4713,49843750.0
"Phường 15, Quận Phú Nhuận",9500000000.0,"Nhà hẻm, ngõ",68.0,6.0,7.0,1.0,unknown,unknown,Sổ hồng,4d3eee6d-e059-4efb-a538-2b54e3e6372c,139705882.3529412
"Xã Tân Thông Hội, Huyện Củ Chi",590000000.0,Đất thổ cư,140.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,584e18f2-cf5f-4040-81cb-e1ebc109ad4f,4214285.714285715
"Phường 16, Quận Gò Vấp",7890000000.0,"Nhà hẻm, ngõ",74.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,21197bab-4934-411a-bd40-fa2dc4ba7254,106621621.62162162
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,a6976a06-f420-4baf-aa6e-e927b4f9e95a,103333333.33333333
"Xã Phước Kiển, Huyện Nhà Bè",3350000000.0,Đất thổ cư,95.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,dc2c00da-6ada-4da4-bf0f-6d8091b3e3cd,35263157.89473684
"Phường 5, Quận Tân Bình",6100000000.0,"Nhà hẻm, ngõ",45.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,30fe827b-9440-48fd-87ec-2e5e1762a31c,135555555.55555555
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,b7ae054b-4354-40c0-a16d-837834ac3a54,103333333.33333333
"Phường 11, Quận Bình Thạnh",8000000000.0,Nhà mặt tiền,42.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,30a10772-18cf-4390-824b-6d400e5fe7a4,190476190.47619048
"Phường 15, Quận 5",23500000000.0,Nhà mặt tiền,68.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,db70eb3a-9f94-44c0-a6f3-17a1a325c267,345588235.2941176
"Phường 2, Quận Phú Nhuận",3390000000.0,"Nhà hẻm, ngõ",56.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,0ac8c6cc-d015-4cfa-8217-2daf511c47b8,60535714.28571428
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000.0,"Nhà hẻm, ngõ",113.0,4.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,26577dc2-7101-4b1b-8d30-aebd1028e87a,39823008.84955752
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000.0,"Nhà hẻm, ngõ",73.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,519a624a-78a1-416f-a18f-b47c14be612a,102739726.02739726
"Xã Tân Thạnh Đông, Huyện Củ Chi",750000000.0,Đất thổ cư,165.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,a142c826-9fb9-485b-be66-0ff4ba1ce815,4545454.545454546
"Phường 5, Quận 8",8000000000.0,"Nhà hẻm, ngõ",69.0,4.0,4.0,4.0,Tây,Tây,Sổ hồng,40074a96-1583-488d-90d1-15bcbf7a2e15,115942028.98550725
"Phường Bình Trị Đông, Quận Bình Tân",2630000000.0,"Nhà hẻm, ngõ",40.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,f9c7f60d-4f8e-461b-9bed-4d022ee9cc23,65750000.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000.0,"Nhà hẻm, ngõ",156.0,33.0,33.0,1.0,unknown,unknown,Sổ hồng,33054fdf-d27a-47a1-95f9-7e6aafc18f62,115384615.38461539
"Phường 4, Quận 4",3190000000.0,"Nhà hẻm, ngõ",64.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,bba4a3f6-8e5d-4bd2-9a41-379554c1d544,49843750.0
"Phường 15, Quận Phú Nhuận",9500000000.0,"Nhà hẻm, ngõ",68.0,6.0,7.0,1.0,unknown,unknown,Sổ hồng,43c6ab45-75d4-4ff0-a556-71b36a220f83,139705882.3529412
"Xã Tân Thông Hội, Huyện Củ Chi",590000000.0,Đất thổ cư,140.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,d5f83874-ec6d-40a5-888a-ae626e221c93,4214285.714285715
"Phường 16, Quận Gò Vấp",7890000000.0,"Nhà hẻm, ngõ",74.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,c3442947-239d-4dbc-a08f-bf90f4a8ec42,106621621.62162162
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,e97ee68d-ad66-4a6f-a858-e53d06f42998,103333333.33333333
"Xã Phước Kiển, Huyện Nhà Bè",3350000000.0,Đất thổ cư,95.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,c267417f-e7b8-454e-afb9-7bc074f74fc2,35263157.89473684
"Phường 5, Quận Tân Bình",6100000000.0,"Nhà hẻm, ngõ",45.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,92d838c6-9a80-435a-b1d2-34c6b86096aa,135555555.55555555
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,0c0ec920-baf8-4695-bf18-9defbd5db9aa,103333333.33333333
"Phường 11, Quận Bình Thạnh",8000000000.0,Nhà mặt tiền,42.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,8ad7f7b6-2013-48bc-a06d-ee145c3d51da,190476190.47619048
"Phường 15, Quận 5",23500000000.0,Nhà mặt tiền,68.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,191b3666-7eba-49a5-b907-e73d79026ecd,345588235.2941176
"Phường 2, Quận Phú Nhuận",3390000000.0,"Nhà hẻm, ngõ",56.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,17ba75cf-fb92-4edf-8c0f-1c290eb339ea,60535714.28571428
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000.0,"Nhà hẻm, ngõ",113.0,4.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,78f207ef-0f02-45d7-8988-9d0bc78fe933,39823008.84955752
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000.0,"Nhà hẻm, ngõ",73.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,80973432-1331-40bf-a9b4-1f652cd34724,102739726.02739726
"Xã Tân Thạnh Đông, Huyện Củ Chi",750000000.0,Đất thổ cư,165.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,87827de2-1f80-469e-ae67-8d1f6d74ff8d,4545454.545454546
"Phường 5, Quận 8",8000000000.0,"Nhà hẻm, ngõ",69.0,4.0,4.0,4.0,Tây,Tây,Sổ hồng,46669d84-a8b2-43d9-841c-c4f9eb2b1193,115942028.98550725
"Phường Bình Trị Đông, Quận Bình Tân",2630000000.0,"Nhà hẻm, ngõ",40.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,542579fb-cb39-4b57-b78d-749fba2a43e4,65750000.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000.0,"Nhà hẻm, ngõ",156.0,33.0,33.0,1.0,unknown,unknown,Sổ hồng,2fccb48c-23a6-4c3d-8da3-a903e8f57fca,115384615.38461539
"Phường 4, Quận 4",3190000000.0,"Nhà hẻm, ngõ",64.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,b04f4217-3c67-43fa-9445-ac71475fbebd,49843750.0
"Phường 15, Quận Phú Nhuận",9500000000.0,"Nhà hẻm, ngõ",68.0,6.0,7.0,1.0,unknown,unknown,Sổ hồng,c1bdbe59-4cf0-485a-8468-0fdd082fb50a,139705882.3529412
"Xã Tân Thông Hội, Huyện Củ Chi",590000000.0,Đất thổ cư,140.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,ff0e15ad-3233-4980-ba06-54ff92e27762,4214285.714285715
"Phường 16, Quận Gò Vấp",7890000000.0,"Nhà hẻm, ngõ",74.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,089d11d3-5bf4-4669-abbe-a1fe3096684b,106621621.62162162
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,47f5ffdb-9fc0-4083-b4c9-bac1863d13f1,103333333.33333333
"Xã Phước Kiển, Huyện Nhà Bè",3350000000.0,Đất thổ cư,95.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,2c3bf9c1-e894-41a4-a8b0-b87f9d548ee6,35263157.89473684
"Phường 5, Quận Tân Bình",6100000000.0,"Nhà hẻm, ngõ",45.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,9dad7f94-02f4-4a70-a1b3-e44f32146639,135555555.55555555
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,cad0646a-7fba-4eba-907f-e7152ecf5b09,103333333.33333333
"Phường 11, Quận Bình Thạnh",8000000000.0,Nhà mặt tiền,42.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,54a29daf-9ff2-404b-aeb9-ba4f0b16f9b2,190476190.47619048
"Phường 15, Quận 5",23500000000.0,Nhà mặt tiền,68.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,054d1767-6ba5-481e-bcf5-204dd206d728,345588235.2941176
"Phường 2, Quận Phú Nhuận",3390000000.0,"Nhà hẻm, ngõ",56.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,11a71426-1635-417f-a4aa-df40dd90cc52,60535714.28571428
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000.0,"Nhà hẻm, ngõ",113.0,4.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,3d57d3f2-382b-416a-8450-c909b329e268,39823008.84955752
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000.0,"Nhà hẻm, ngõ",73.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,9fca358a-8584-447d-8c9d-a983843330ca,102739726.02739726
"Xã Tân Thạnh Đông, Huyện Củ Chi",750000000.0,Đất thổ cư,165.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,e08c1526-7aaf-405e-9e42-059d74a9a673,4545454.545454546
"Phường 5, Quận 8",8000000000.0,"Nhà hẻm, ngõ",69.0,4.0,4.0,4.0,Tây,Tây,Sổ hồng,e3653e48-f0e7-45cc-a06e-2590c251525d,115942028.98550725
"Phường Bình Trị Đông, Quận Bình Tân",2630000000.0,"Nhà hẻm, ngõ",40.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,d6635199-ee56-424a-9e78-02672a00fc91,65750000.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000.0,"Nhà hẻm, ngõ",156.0,33.0,33.0,1.0,unknown,unknown,Sổ hồng,ce7fe9c3-18a0-49cc-92da-772f81931a8a,115384615.38461539
"Phường 4, Quận 4",3190000000.0,"Nhà hẻm, ngõ",64.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,26ab5811-8aff-4257-a5b2-53469feb3b6a,49843750.0
"Phường 15, Quận Phú Nhuận",9500000000.0,"Nhà hẻm, ngõ",68.0,6.0,7.0,1.0,unknown,unknown,Sổ hồng,5a2f2c33-9a25-47c3-a7f6-c0eb4e022f6d,139705882.3529412
"Xã Tân Thông Hội, Huyện Củ Chi",590000000.0,Đất thổ cư,140.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,28bbb963-d16d-4630-baa3-07ad8ccb0ead,4214285.714285715
"Phường 16, Quận Gò Vấp",7890000000.0,"Nhà hẻm, ngõ",74.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,8dea94a7-376f-434f-810a-ddf9f53c70c3,106621621.62162162
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,7cc03695-1d49-4064-a107-ccc4ca7f7dab,103333333.33333333
"Xã Phước Kiển, Huyện Nhà Bè",3350000000.0,Đất thổ cư,95.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,eb499a6c-9046-42ab-9427-758515c81f8c,35263157.89473684
"Phường 5, Quận Tân Bình",6100000000.0,"Nhà hẻm, ngõ",45.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,ba5c05ce-0366-4e8b-a772-de443d07759b,135555555.55555555
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,6f2997e2-415b-48c9-9c9d-1b457e287a2b,103333333.33333333
"Phường 11, Quận Bình Thạnh",8000000000.0,Nhà mặt tiền,42.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,26091b12-b58c-4d1b-9778-a91e91d4a9d2,190476190.47619048
"Phường 15, Quận 5",23500000000.0,Nhà mặt tiền,68.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,7cf9a0e1-a31a-4026-9f35-b2d14f31f758,345588235.2941176
"Phường 2, Quận Phú Nhuận",3390000000.0,"Nhà hẻm, ngõ",56.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,c271e6be-b5bd-4c19-8212-007bd681ac73,60535714.28571428
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000.0,"Nhà hẻm, ngõ",113.0,4.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,44ef0d6c-9288-4740-bd7c-7ecd637493cd,39823008.84955752
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000.0,"Nhà hẻm, ngõ",73.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,46047653-3227-4463-9b72-f87e86e19247,102739726.02739726
"Xã Tân Thạnh Đông, Huyện Củ Chi",750000000.0,Đất thổ cư,165.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,ec76c4c4-cb14-4aff-b3e2-8f0e488676e7,4545454.545454546
"Phường 5, Quận 8",8000000000.0,"Nhà hẻm, ngõ",69.0,4.0,4.0,4.0,Tây,Tây,Sổ hồng,58de8189-1275-4c8a-b244-93545c7bb2e1,115942028.98550725
"Phường Bình Trị Đông, Quận Bình Tân",2630000000.0,"Nhà hẻm, ngõ",40.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,8e4f799f-1249-48f6-a576-426a672905a0,65750000.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000.0,"Nhà hẻm, ngõ",156.0,33.0,33.0,1.0,unknown,unknown,Sổ hồng,0c71646f-8f9b-4ca5-802b-40f8a7e4ac87,115384615.38461539
"Phường 4, Quận 4",3190000000.0,"Nhà hẻm, ngõ",64.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,6c07e25c-a506-4f3d-8ad7-224386ddf83e,49843750.0
"Phường 15, Quận Phú Nhuận",9500000000.0,"Nhà hẻm, ngõ",68.0,6.0,7.0,1.0,unknown,unknown,Sổ hồng,44fe760d-c83f-4eaa-9bd9-f51a3ae3b059,139705882.3529412
"Xã Tân Thông Hội, Huyện Củ Chi",590000000.0,Đất thổ cư,140.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,01c73198-1113-4b79-b514-ed9775680989,4214285.714285715
"Phường 16, Quận Gò Vấp",7890000000.0,"Nhà hẻm, ngõ",74.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,0b07aab7-31aa-4458-a20f-2b20f0ef3669,106621621.62162162
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,9b8d123e-bbc4-420e-b7c7-4055cf1e7856,103333333.33333333
"Xã Phước Kiển, Huyện Nhà Bè",3350000000.0,Đất thổ cư,95.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,04424018-f411-4cb3-9eac-cf4d36e7b3d6,35263157.89473684
"Phường 5, Quận Tân Bình",6100000000.0,"Nhà hẻm, ngõ",45.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,1ef8a519-2a01-4555-a356-9ef33d33a1b7,135555555.55555555
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,9beb1c66-ba22-40fa-adc6-f009fe686c5e,103333333.33333333
"Phường 11, Quận Bình Thạnh",8000000000.0,Nhà mặt tiền,42.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,5d086eda-1ade-4507-992a-6146f78de28d,190476190.47619048
"Phường 15, Quận 5",23500000000.0,Nhà mặt tiền,68.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,ea3fe9d2-9037-4a6e-95d4-4f1c29aaf975,345588235.2941176
"Phường 2, Quận Phú Nhuận",3390000000.0,"Nhà hẻm, ngõ",56.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,0a2bd7f7-0d23-46b1-89ec-01f591f4285f,60535714.28571428
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000.0,"Nhà hẻm, ngõ",113.0,4.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,dea19417-b375-4ab4-a657-ca1340371838,39823008.84955752
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000.0,"Nhà hẻm, ngõ",73.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,b9a8b9c7-6706-48e3-9d69-e87acff19450,102739726.02739726
"Xã Tân Thạnh Đông, Huyện Củ Chi",750000000.0,Đất thổ cư,165.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,ac093800-e2a8-4004-a209-81254701f1af,4545454.545454546
"Phường 5, Quận 8",8000000000.0,"Nhà hẻm, ngõ",69.0,4.0,4.0,4.0,Tây,Tây,Sổ hồng,58662f09-dfa6-4e6a-a53d-427cc1ce6a56,115942028.98550725
"Phường Bình Trị Đông, Quận Bình Tân",2630000000.0,"Nhà hẻm, ngõ",40.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,c1dd0c32-c896-42ed-b546-a25fbb0094d7,65750000.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000.0,"Nhà hẻm, ngõ",156.0,33.0,33.0,1.0,unknown,unknown,Sổ hồng,c2341012-eb9e-470e-aabc-cadfd9568e39,115384615.38461539
"Phường 4, Quận 4",3190000000.0,"Nhà hẻm, ngõ",64.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,312b505f-5bc8-4b5b-9b9f-a91aae260cb8,49843750.0
"Phường 15, Quận Phú Nhuận",9500000000.0,"Nhà hẻm, ngõ",68.0,6.0,7.0,1.0,unknown,unknown,Sổ hồng,8b7129a2-e731-4175-ab1b-3ff034317678,139705882.3529412
"Xã Tân Thông Hội, Huyện Củ Chi",590000000.0,Đất thổ cư,140.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,795eb0e7-9a06-49a7-9dce-fad6fbdeaf66,4214285.714285715
"Phường 16, Quận Gò Vấp",7890000000.0,"Nhà hẻm, ngõ",74.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,74e103c8-fa16-4862-8a48-6eff764baebe,106621621.62162162
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,9c02ddf7-5cb0-4f42-9cd6-c3f1091b7a3d,103333333.33333333
"Xã Phước Kiển, Huyện Nhà Bè",3350000000.0,Đất thổ cư,95.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,7c87c499-fdf9-4e99-bdae-f88700781547,35263157.89473684
"Phường 5, Quận Tân Bình",6100000000.0,"Nhà hẻm, ngõ",45.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,fadbcc12-5d6d-4af7-9f83-60091d9b81eb,135555555.55555555
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,841e92cb-3296-4128-8255-706863687426,103333333.33333333
"Phường 11, Quận Bình Thạnh",8000000000.0,Nhà mặt tiền,42.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,aafdc1c3-9e8e-4d6b-bf3c-93507ff06f54,190476190.47619048
"Phường 15, Quận 5",23500000000.0,Nhà mặt tiền,68.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,f36505a5-067d-4da1-8ba5-e1e3f95afb1b,345588235.2941176
"Phường 2, Quận Phú Nhuận",3390000000.0,"Nhà hẻm, ngõ",56.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,cc8e8144-fc15-427e-91ba-33aa7fafed8d,60535714.28571428
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000.0,"Nhà hẻm, ngõ",113.0,4.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,e4c5920a-05b4-48e3-9c66-1541d9670c15,39823008.84955752
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000.0,"Nhà hẻm, ngõ",73.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,c58fa04c-8c28-44f8-a2df-0b32e70610be,102739726.02739726
"Xã Tân Thạnh Đông, Huyện Củ Chi",750000000.0,Đất thổ cư,165.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,d24d5f5f-6fdd-4344-b584-d930dfbedbd7,4545454.545454546
"Phường 5, Quận 8",8000000000.0,"Nhà hẻm, ngõ",69.0,4.0,4.0,4.0,Tây,Tây,Sổ hồng,c3904d2f-b000-4da0-8e39-0e12d182ab53,115942028.98550725
"Phường Bình Trị Đông, Quận Bình Tân",2630000000.0,"Nhà hẻm, ngõ",40.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,6fb4cf1c-ea5b-4fdb-9a5f-3e18f8ab91cc,65750000.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000.0,"Nhà hẻm, ngõ",156.0,33.0,33.0,1.0,unknown,unknown,Sổ hồng,2bd569c9-cac8-492a-ba8b-7e787bab33d0,115384615.38461539
"Phường 4, Quận 4",3190000000.0,"Nhà hẻm, ngõ",64.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,cb1a9e37-a1e7-4089-b9b6-a7f39bb67b54,49843750.0
"Phường 15, Quận Phú Nhuận",9500000000.0,"Nhà hẻm, ngõ",68.0,6.0,7.0,1.0,unknown,unknown,Sổ hồng,0e041770-9334-479b-8e92-18817b2c1aa7,139705882.3529412
"Xã Tân Thông Hội, Huyện Củ Chi",590000000.0,Đất thổ cư,140.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,0286a6a9-0fb2-4300-a13a-61a5d88ce74a,4214285.714285715
"Phường 16, Quận Gò Vấp",7890000000.0,"Nhà hẻm, ngõ",74.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,02e1a7a0-9925-40a4-b0bf-eee8ba265037,106621621.62162162
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,0ef8c363-0071-4f63-b6c4-bdaf0bde6e34,103333333.33333333
"Xã Phước Kiển, Huyện Nhà Bè",3350000000.0,Đất thổ cư,95.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,837c2234-c336-46cd-8e8a-fa2093accd8a,35263157.89473684
"Phường 5, Quận Tân Bình",6100000000.0,"Nhà hẻm, ngõ",45.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,63d8f0b8-710f-41a3-bc52-b7bf1d70672d,135555555.55555555
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,961cf83e-5a40-4617-a917-4cb7a6bf084e,103333333.33333333
"Phường 11, Quận Bình Thạnh",8000000000.0,Nhà mặt tiền,42.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,2c33b2ab-e5f6-47b2-a0b8-5bbe5e5983af,190476190.47619048
"Phường 15, Quận 5",23500000000.0,Nhà mặt tiền,68.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,a5736de3-eb2a-4381-95c0-509bb6b6f541,345588235.2941176
"Phường 2, Quận Phú Nhuận",3390000000.0,"Nhà hẻm, ngõ",56.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,f341f916-815a-4b64-bc65-5a2e4c772c59,60535714.28571428
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000.0,"Nhà hẻm, ngõ",113.0,4.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,ca119082-7e46-4a46-9ffb-6798dab438e5,39823008.84955752
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000.0,"Nhà hẻm, ngõ",73.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,c67d75a3-8928-4fd6-9414-846a8f503f43,102739726.02739726
"Xã Tân Thạnh Đông, Huyện Củ Chi",750000000.0,Đất thổ cư,165.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,86c3fb16-eb19-4270-adc2-5293c1459c65,4545454.545454546
"Phường 5, Quận 8",8000000000.0,"Nhà hẻm, ngõ",69.0,4.0,4.0,4.0,Tây,Tây,Sổ hồng,39cb94b5-2544-4c99-a032-61abc3e790c4,115942028.98550725
"Phường Bình Trị Đông, Quận Bình Tân",2630000000.0,"Nhà hẻm, ngõ",40.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,fb1b7b58-d832-4ca1-8fb2-e4ce02e66eab,65750000.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000.0,"Nhà hẻm, ngõ",156.0,33.0,33.0,1.0,unknown,unknown,Sổ hồng,db672c84-e234-46d6-9e6a-a9b41db97e7a,115384615.38461539
"Phường 4, Quận 4",3190000000.0,"Nhà hẻm, ngõ",64.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,558c045f-4dc3-45fa-91a8-9af8e40f6470,49843750.0
"Phường 15, Quận Phú Nhuận",9500000000.0,"Nhà hẻm, ngõ",68.0,6.0,7.0,1.0,unknown,unknown,Sổ hồng,05981f12-2522-4bff-a871-a1e97a797d6c,139705882.3529412
"Xã Tân Thông Hội, Huyện Củ Chi",590000000.0,Đất thổ cư,140.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,705068f8-a30e-412d-8750-32e76da8a08f,4214285.714285715
"Phường 16, Quận Gò Vấp",7890000000.0,"Nhà hẻm, ngõ",74.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,eb4e2f03-9c09-4e94-9b5c-682b4ad156f2,106621621.62162162
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,e3035509-c9b1-488c-a0b8-1c41a6b48095,103333333.33333333
"Xã Phước Kiển, Huyện Nhà Bè",3350000000.0,Đất thổ cư,95.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,d33aa33d-5ec8-43b3-8ace-858cc1f95fb8,35263157.89473684
"Phường 5, Quận Tân Bình",6100000000.0,"Nhà hẻm, ngõ",45.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,0d368927-21bd-4696-8d7d-6a3b934ce7a3,135555555.55555555
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,f9fe1847-d18d-4bf9-a35c-acf62d140325,103333333.33333333
